compression_capacity,conversion_trains_number,electrolyser_capacity,fuelcell_capacity,hydrogen_storage_capacity,renewable_energy_capacity,vector_storage_capacity
0.6196244294,0.7857775418,0.5946118329,0.7119343709,0.8180507822,0.5746472022,0.1450505489
0.0669100527,0.1931786388,0.0233202334,0.3121039197,0.0595659977,0.0017175637,0.9928597268
0.1875882270,0.9384002378,0.3330513043,0.4598823022,0.1990596075,0.3226951119,0.0479186866
0.7489543390,0.0328130238,0.7832480734,0.5473255441,0.9243452083,0.7575797038,0.8409786420
0.9155066079,0.6172330305,0.1789065739,0.1434492469,0.7293591574,0.7138119563,0.4277895028
0.3979504444,0.3998782439,0.6876979796,0.8637433853,0.3940921463,0.1477200193,0.7130982038
0.3882913282,0.9890962290,0.8349811593,0.6256675329,0.9776084702,0.0169156333,0.4799380181
0.9251975976,0.0211482849,0.2812724682,0.3498058915,0.1408842374,0.5906991325,0.6321288161
0.7235776978,0.5744236428,0.6769919889,0.9420233294,0.4454091974,0.8767825225,0.1058776975
0.2129337694,0.4192198375,0.1896888847,0.0334347915,0.6731285676,0.4495893735,0.7503173044
0.0923785875,0.6645377558,0.3758236356,0.1985471770,0.5687257620,0.1326427683,0.1972143231
0.5941266436,0.3213456394,0.9920321628,0.7947484683,0.3117134431,0.6976392074,0.9119055979
0.8046486182,0.7662221128,0.0966178030,0.3898956385,0.1009955918,0.7727759238,0.3270774782
0.2588464692,0.2362624202,0.5214211009,0.6033847928,0.7795206262,0.3387488918,0.5340175619
0.3638211926,0.5582936807,0.0485597216,0.8546089781,0.2380660120,0.3989445902,0.1285810731
0.8227206580,0.4636348411,0.5690652877,0.1381984474,0.8853391316,0.9582157349,0.9839586047
0.5291756736,0.8782397024,0.4565488920,0.5459657209,0.7058600634,0.5078353528,0.2545973500
0.0342825707,0.0958367279,0.9106488712,0.4468263714,0.4175920449,0.0680830861,0.6021011323
0.1636115471,0.8506790251,0.7250176603,0.2822249429,0.3405367369,0.2636918304,0.4073966108
0.6498529185,0.1312643019,0.1420122581,0.6937367050,0.5370041924,0.8161290288,0.7002736656
0.9520434393,0.7187212324,0.7542234929,0.0985743655,0.8727979837,0.6548010232,0.0373057267
0.4844922349,0.3110740818,0.3626233200,0.8773720982,0.0048180511,0.2062617522,0.8223090321
0.4636652805,0.7375769056,0.6248532142,0.4282274609,0.6487408290,0.8627857994,0.6600837568
0.9728462761,0.2677807426,0.0086409394,0.5782326916,0.4698419692,0.3113267692,0.4529605936
0.6754403543,0.8238804070,0.9041811693,0.2368716681,0.1809269888,0.2226526290,0.7860835213
0.1380477073,0.1668283790,0.4793740194,0.7696038177,0.9375807112,0.6702170698,0.0710870894
0.0095799211,0.9218079736,0.1641049562,0.9974376643,0.8039464671,0.9746085936,0.8763834992
0.5539153153,0.0767676346,0.7178175440,0.0273331096,0.0765856933,0.4143586848,0.2317608129
0.8443713337,0.5225162432,0.3224604046,0.6810891991,0.2716935650,0.1147416895,0.5063067395
0.3421330927,0.4907083316,0.8097672714,0.3436967591,0.6087916233,0.5554684289,0.3538107844
0.2850137539,0.8087298665,0.2748009516,0.0910077486,0.3775411593,0.7447839426,0.9484362882
0.7784439242,0.2161328727,0.8578101015,0.9332746826,0.7458949471,0.1788131502,0.1631277809
0.5729640406,0.6296529295,0.2454729965,0.2746509947,0.9097339949,0.3536747647,0.5743905725
0.1135781975,0.3493117969,0.6370770214,0.7496467400,0.2136251060,0.7886804417,0.2813303936
0.2352252994,0.5942787984,0.9518730622,0.5222784914,0.0448307451,0.6056268383,0.7282283884
0.7013097489,0.3769259173,0.4313635994,0.4846700002,0.8327401970,0.0328182885,0.3804194042
0.9000981748,0.9613439646,0.5435176138,0.8309290800,0.5125864260,0.4967360906,0.8580755116
0.4133666186,0.0557586597,0.0894138720,0.1760346256,0.3649394512,0.9229509523,0.0025148559
0.4179005269,0.7786072064,0.5058507724,0.9266388547,0.1507358057,0.5322684152,0.2109164400
0.8955874378,0.2463129172,0.1122934883,0.0805574879,0.9717243975,0.1061729118,0.9333587177
0.6899554282,0.6617857115,0.9763395926,0.7352902591,0.6829264769,0.4233853118,0.3290007338
0.2465569852,0.3172355648,0.3913774220,0.2719215062,0.4394562365,0.9963131603,0.5594388312
0.1180815436,0.5643387521,0.2052578162,0.4990305603,0.3019114509,0.6792418621,0.4897314413
0.5684227413,0.4068003539,0.6613147873,0.5250116494,0.5746822692,0.2443590602,0.6496741958
0.7671201061,0.9931720328,0.2969635222,0.1826739442,0.7696654517,0.2881250102,0.1117086932
0.2963759424,0.0238660546,0.8194259759,0.8413833603,0.1068836879,0.8542187372,0.7796472674
0.3310534153,0.7052603923,0.3469288405,0.5930812387,0.8755488237,0.9149027169,0.4366622604
0.8554893816,0.3001614651,0.7697829995,0.4314490752,0.2440113155,0.4740531025,0.7061633719
0.5581745207,0.8543084515,0.1264400203,0.7767317118,0.4077328192,0.0550434869,0.0549147045
0.0052827625,0.1364653781,0.7406990658,0.2478140546,0.7117517376,0.6151704611,0.8320449367
0.1269375272,0.8891867166,0.9263456492,0.0202092947,0.5468669645,0.8109038984,0.1539391018
0.6865278995,0.1093319543,0.4409918031,0.9864989473,0.3346409798,0.3632200994,0.9859397365
0.9771360438,0.5531268716,0.5846399432,0.3288517026,0.0146123823,0.1707630837,0.2761149025
0.4593986841,0.4600396929,0.0328806145,0.6778716045,0.8668490741,0.7221028153,0.6157446578
0.4968002150,0.5262214718,0.7940729670,0.1277444353,0.4795218892,0.3155773077,0.9056486273
0.9397122879,0.4957715869,0.3380197287,0.8479693914,0.6429063901,0.7642397517,0.2376490142
0.6463184757,0.9084238894,0.7022451237,0.4440930048,0.9473138135,0.7066941448,0.5239169840
0.1671686247,0.0657181507,0.1797865368,0.5316053694,0.1751609612,0.1543800598,0.3635469722
0.0466211131,0.8187903836,0.4950707341,0.6964659849,0.0668561971,0.4586464139,0.6854401911
0.5168750845,0.1630963935,0.8886241363,0.2965816325,0.8097084714,0.8985177409,0.4549410548
0.8191557126,0.7485997519,0.0242156507,0.8878226271,0.5991157861,0.5675295023,0.8076015059
0.3673477676,0.2811381780,0.6091740439,0.1052099252,0.2775244573,0.0083774775,0.0847319709
0.2555256644,0.9587297412,0.0738433609,0.3530237544,0.7361542434,0.1981812725,0.7419291195
0.8079310525,0.0515727829,0.5591934742,0.6405123211,0.3833148442,0.6320892442,0.4018721217
0.6062210454,0.6068007592,0.4156712042,0.0443732999,0.2039528433,0.8383221021,0.8599994080
0.0803221390,0.3868996585,0.9674266661,0.9491473529,0.9155608322,0.2732065432,0.0279377494
0.2096434673,0.6338655706,0.6526460089,0.7838058732,0.8424084364,0.0902781095,0.9582293984
0.7268906347,0.3519527810,0.2297957316,0.1914194915,0.0390075138,0.5173480855,0.1806719238
0.9372614371,0.7987827668,0.8735010922,0.6001634467,0.3746766085,0.9501373544,0.5802230434
0.3762043174,0.2036375571,0.2592458241,0.3750468232,0.5068168240,0.3762307419,0.3106609080
0.4015192362,0.6847318374,0.1545451861,0.1141190268,0.1214758297,0.2571530333,0.5150120547
0.9119762462,0.3401797852,0.7277897764,0.8928485978,0.7550885109,0.8231256120,0.3470736742
0.7366120135,0.7556544198,0.3715561870,0.2976861093,0.5912447022,0.6482622037,0.8830594234
0.1998926587,0.2233582214,0.7612060215,0.7092660926,0.2853947366,0.2132583130,0.2231164454
0.0704482822,0.9702278143,0.5718525006,0.5617468450,0.4561388902,0.3924056664,0.7947731605
0.6160635054,0.0009199269,0.0611080742,0.4625546001,0.6662896574,0.9652124299,0.0643352568
0.7825247133,0.5872934461,0.9176468542,0.8703219630,0.9864405748,0.5012964215,0.6667744033
0.2809635792,0.4297531424,0.4654968260,0.1539643873,0.1360349450,0.0750797736,0.4443319021
0.3459107401,0.8616281319,0.9931563316,0.4056854034,0.8502866430,0.1391816922,0.8510792106
0.8406245541,0.1437869677,0.3906148663,0.6191045037,0.0311290985,0.6906425124,0.0114492020
0.5110926097,0.6979321139,0.5261453306,0.2142515248,0.3200488398,0.7793148551,0.7193551688
0.0523724295,0.2928350922,0.1071986211,0.8105229298,0.5614439072,0.3317522043,0.3873548172
0.1730430005,0.5458052838,0.2960791197,0.9575612610,0.6970355585,0.0234544305,0.5674099475
0.6404149085,0.4527200107,0.8361204211,0.0489179054,0.4224336781,0.5837025493,0.2902794620
0.9613022739,0.8965130877,0.2002847660,0.6411354328,0.2273286600,0.8833213421,0.9395483462
0.4752401952,0.1166602345,0.6817316692,0.3653286686,0.8921856415,0.4425928127,0.1700475179
0.4496496376,0.9323451491,0.4283366138,0.8153844075,0.2629150897,0.5991185587,0.3200967582
0.9868553625,0.0896413159,0.9390771585,0.1605581073,0.6136793159,0.0398453893,0.5429664869
0.6612444632,0.5022916440,0.0826642783,0.5068173362,0.7931631450,0.4902277887,0.1883262824
0.1522503933,0.4718436683,0.5348105291,0.4691406311,0.0833862033,0.9299780307,0.9188251952
0.0307186767,0.7246765848,0.8450297676,0.2588698817,0.1584917186,0.7382755363,0.0988813015
0.5327700032,0.2572169201,0.2717889100,0.7339185299,0.9639678588,0.1858403627,0.7592515070
0.8653298486,0.8427183041,0.6283849105,0.0752947526,0.6281769210,0.3471663510,0.4710646998
0.3211813727,0.1870262194,0.2387389429,0.9175087241,0.4942056434,0.7957076468,0.6390640894
0.3021288421,0.6150984345,0.7032516189,0.6652994379,0.5233621486,0.9811169999,0.0459954608
0.7613353925,0.3951954246,0.1632141992,0.3279770743,0.3581466004,0.4073314723,0.8155573430
0.5898931585,0.9504253753,0.7989239544,0.9817333128,0.0536168795,0.1212501032,0.4140873561
0.0966422847,0.0432665115,0.3174808286,0.0115586221,0.8278449047,0.5484412238,0.6916451138
0.2249946669,0.7904869989,0.0077651301,0.2213337328,0.9302903032,0.8692940790,0.2633027602
0.7115469379,0.1953398837,0.6103028627,0.7541206777,0.1892690910,0.3042996684,0.5953641655
0.8896815795,0.6421718439,0.4744099872,0.4127595648,0.3999840887,0.2291609310,0.1352570960
0.4237764189,0.3602571450,0.8933528299,0.5627099406,0.7195001999,0.6631899914,0.9753143769
0.4282387812,0.8819228020,0.0308395205,0.4776976341,0.4428361645,0.4470002083,0.4116186444
0.8832968483,0.0999928163,0.6021301141,0.5153385540,0.6837428091,0.8789368123,0.6965608941
0.7186643258,0.5624650577,0.4977275645,0.1690928852,0.9731359379,0.5871410342,0.0335719669
0.2198001249,0.4673026521,0.8854251755,0.8239587257,0.1534900004,0.0200541150,0.8265100922
0.0991229080,0.7145994427,0.6955824103,0.9089684403,0.1035344265,0.3430012651,0.1327859405
0.5893353811,0.3074253481,0.1867921297,0.0667339275,0.7688795477,0.7681039339,0.9802286671
0.7626258340,0.8470455203,0.7914998401,0.7253709072,0.5733013954,0.7028605137,0.2508807564
0.2989160316,0.1271272833,0.3413019460,0.2503465554,0.2991876844,0.1269865865,0.6063193586
0.3277189303,0.5707482025,0.8683187347,0.0025403686,0.7183969868,0.0629151836,0.2008105116
0.8607761720,0.4150408311,0.2638250161,0.9726735372,0.4130351758,0.5135449423,0.9078115914
0.5380563363,0.9849325111,0.6514306907,0.3189346734,0.2486881772,0.9540320244,0.3229930159
0.0234489394,0.0174575560,0.2305299547,0.6562946849,0.8827890428,0.4036852466,0.5376232797
0.1528999619,0.7703667609,0.4208762599,0.5717506353,0.8601734564,0.2098885169,0.4835475581
0.6586114904,0.2399035543,0.9628696656,0.4217740111,0.0092794187,0.6517312042,0.6280481610
0.9902209993,0.6681941189,0.0749588301,0.7631521411,0.3299337495,0.8187716017,0.1017798837
0.4482678818,0.3254750585,0.5583598493,0.2303875703,0.5395961385,0.2615909446,0.7539096707
0.4705317849,0.6255044555,0.3039881773,0.7177970186,0.1759467423,0.6675649602,0.7323283479
0.9679330532,0.3456668295,0.8127747104,0.3062566500,0.9506631903,0.2247477928,0.3768287068
0.6335397540,0.8050696701,0.2084370106,0.9014017638,0.6456300411,0.3077057265,0.8544638259
0.1779953092,0.2119996278,0.6586310528,0.1226364523,0.4809028860,0.8658651551,0.0065938421
0.0496495729,0.9650156014,0.9693375984,0.1454129275,0.2767080097,0.5596616762,0.9525190815
0.5118926205,0.0599338701,0.3980509015,0.8617948443,0.5957359811,0.1100067552,0.1595199173
0.8395801606,0.5984387202,0.5025716918,0.4540104643,0.8069541538,0.4195208652,0.5707960529
0.3488775026,0.3806128427,0.1148778433,0.5531822424,0.0654447721,0.9688894674,0.2854265459
0.2741799736,0.8280060226,0.5800333554,0.8014766918,0.9208936729,0.7834495986,0.8801017618
0.7873244379,0.1704809461,0.0380436974,0.2052429793,0.2106285766,0.3593252245,0.2275447324
0.6110194055,0.7412142437,0.9255845221,0.6100823982,0.3905855548,0.1745664990,0.5021002032
0.0774757862,0.2719215872,0.4421873549,0.3966218503,0.7408615965,0.7494654693,0.3575385762
0.1990008568,0.5188369472,0.1310077868,0.3743562801,0.5015143519,0.9265185874,0.6638153708
0.7394872196,0.4865560392,0.7354976088,0.6501854928,0.3680314822,0.4936033310,0.4487578645
0.9088566573,0.9176403927,0.3477736935,0.0579547631,0.0317671718,0.0354017317,0.7818636335
0.4026549440,0.0731036272,0.7686706670,0.9665719150,0.8377316901,0.6034630118,0.0748015298
0.3811568664,0.5385423824,0.6290618833,0.5401110528,0.2844563080,0.7342664516,0.8729035985
0.9303865191,0.4433818860,0.2374587450,0.4526964175,0.5879870569,0.1585155167,0.0174652496
0.7335216543,0.9058521679,0.8496737797,0.8565593036,0.7522122124,0.3743995512,0.7448944421
0.2049352936,0.1239240877,0.2666637432,0.1362327440,0.1201865645,0.7996252719,0.3974514324
0.0832891418,0.8709662883,0.0820099143,0.0966332229,0.1369427666,0.6185393035,0.5931249093
0.6051768884,0.1510499567,0.5361128887,0.8793283803,0.9896678515,0.0515754400,0.3001870373
0.8087313036,0.6906681694,0.4235926634,0.2880742429,0.6691353489,0.4784061592,0.9611960920
0.2528030444,0.2834959840,0.9441028936,0.6878722655,0.4573977869,0.9104657592,0.1762535591
0.3743755119,0.9766362514,0.4712682171,0.9400739651,0.5562634757,0.8498122953,0.5205247113
0.8141118493,0.0091593908,0.8960744804,0.0353995338,0.3132816134,0.2925085863,0.3683947306
0.5216750493,0.5790530303,0.0006563207,0.6315212399,0.0240107970,0.2409215290,0.8926831055
0.0398377441,0.4233437497,0.6168694822,0.3439368065,0.8454877967,0.6826412240,0.2481827261
0.1683045728,0.6764922859,0.8020268511,0.3840472847,0.8973965012,0.9850650532,0.8042077431
0.6431991234,0.3337713163,0.3147207517,0.6092482861,0.2341265529,0.4345952794,0.0895772856
0.9425877342,0.7620638404,0.7104441021,0.2004873734,0.4295824077,0.0939558642,0.6724771131
0.4959086496,0.2315987283,0.1567307469,0.7927931324,0.7018650714,0.5444625672,0.4654762568
0.4542039018,0.7821249897,0.9188995967,0.2805075664,0.0801590420,0.3884878363,0.0520107858
0.9842531951,0.1890530381,0.4648005189,0.7437747903,0.7922552004,0.9379794346,0.8373805461
0.6801429279,0.6484577339,0.5769507037,0.0890593342,0.6124205422,0.5286209956,0.4241856923
0.1313996529,0.3686182024,0.0564442361,0.9352384750,0.2600692827,0.0790891303,0.7171845734
0.0020697117,0.6213853080,0.3702645339,0.8328721337,0.4974634117,0.2766650328,0.2732086591
0.5594647257,0.4035575250,0.7618639246,0.1740764324,0.6291152341,0.8349475134,0.6210788963
0.8549313638,0.9420642303,0.1495306194,0.5164310951,0.9652572395,0.6365319481,0.1414639046
0.3335338021,0.0369805899,0.7325368039,0.4905325361,0.1613678942,0.1938377731,0.9969632626
0.2891059648,0.7338931179,0.1975437813,0.2388191363,0.8210471272,0.0040034624,0.3414165704
0.7724062027,0.2646023668,0.6848459840,0.7676409716,0.0484058969,0.5719416868,0.5484784804
0.5638688244,0.8353338093,0.2894926742,0.4223718354,0.3533172105,0.8951126365,0.2133928090
0.1246188646,0.1778106419,0.8432022668,0.5841036951,0.5162133034,0.4620743841,0.9284505388
0.2451749891,0.9249596111,0.5289089466,0.6869356344,0.7262675492,0.1431605611,0.1241230397
0.6933208285,0.0804247549,0.1041064309,0.3378351843,0.4051644048,0.7179365391,0.7686844729
0.8929542247,0.5115072532,0.9996428611,0.9954955718,0.1940680528,0.7520513125,0.4922102541
0.4185498590,0.4792282507,0.3834335515,0.0292903418,0.9374084817,0.3278038865,0.6447675070
0.4064936042,0.7020615181,0.9597787820,0.7786748810,0.5781280827,0.2184873698,0.5638001766
0.9050488202,0.2964915000,0.4080221802,0.2458555074,0.2903482039,0.6426135302,0.2943603480
0.6966034863,0.8652692512,0.5516665205,0.5872337269,0.1103960015,0.8273704769,0.9436464058
0.2418544078,0.1479316605,0.0663175471,0.4373119650,0.7581572905,0.2524732929,0.1664549056
0.1125321370,0.8928223737,0.2509865100,0.3347091125,0.9994619610,0.0715139247,0.8474827912
0.5759329470,0.1124964720,0.8652427988,0.6719990550,0.1309936056,0.5044273948,0.0155434394
0.7757193930,0.5416262923,0.2219036492,0.0182600422,0.4672607845,0.9626307730,0.7234398769
0.2858159160,0.4490445256,0.6447529057,0.9884633394,0.6632398469,0.3945677066,0.3837488536
0.3370911330,0.7515173564,0.1722901026,0.7411368247,0.3230797742,0.3344025239,0.7905685240
0.8513971744,0.2197247315,0.6947498294,0.2660595626,0.5503107365,0.7772214813,0.0680649634
0.5471338574,0.6810830589,0.3304023640,0.9246966317,0.8553391099,0.6942617651,0.6704907510
0.0143779749,0.3360580103,0.7864544624,0.0825150888,0.0181264989,0.1361041265,0.4401139216
0.1349264514,0.5909613017,0.6013124771,0.1846222356,0.2242711568,0.4384013554,0.5107902521
0.6765782060,0.4339245046,0.0163530633,0.8394199293,0.9032843458,0.8880544864,0.3507862147
0.9719527997,0.9743839474,0.8803953379,0.4931741115,0.6920633046,0.5785421589,0.8867929373
0.4665426379,0.0046030115,0.4868429564,0.5308832377,0.4355391702,0.0291717667,0.2189156311
0.4916112972,0.9467613529,0.7480963422,0.0424320344,0.7825831631,0.9351479579,0.2595709153
0.9468467459,0.0390989752,0.1338361716,0.9511039965,0.0859861346,0.4845161745,0.5995671256
0.6543169478,0.6109461272,0.7775453618,0.3588731773,0.2503283573,0.0440311246,0.1394772297
0.1572246719,0.3915161733,0.3546923278,0.6346475203,0.6181939756,0.5943758776,0.9715996906
0.0355708646,0.6463127034,0.0408871751,0.5943079479,0.6388521362,0.7920788573,0.0422769673
0.5259645339,0.3638944384,0.5926475096,0.3809174616,0.4916935842,0.3502381947,0.8197736545
0.8251991412,0.7941395808,0.4491214398,0.7857570294,0.1710363850,0.1831957651,0.4182941383
0.3632650785,0.1994654546,0.9344742801,0.1894531958,0.9594342299,0.7403784469,0.6879170761
0.2641344769,0.5059785247,0.3991092648,0.4382445430,0.0581392245,0.5510324175,0.0947987391
0.7973767295,0.4760036049,0.9840725604,0.5374692092,0.8152813548,0.1190937851,0.7628591396
0.6006658683,0.9365203148,0.1196602453,0.1296847397,0.5258930018,0.4108915990,0.4746589735
0.0878227670,0.0933129676,0.5132164042,0.8460137090,0.3474825202,0.9779764898,0.6349681830
0.2162972586,0.8385851039,0.8275250969,0.8858724171,0.3954883125,0.6589355897,0.3159970297
0.7221976127,0.1833660081,0.3050616374,0.1071752748,0.7320982162,0.2338349493,0.5465569533
0.9258450260,0.7210316621,0.6692908322,0.7023205375,0.9276792370,0.2990763336,0.1919377223
0.3856600188,0.2530684313,0.2132348670,0.2907119403,0.1998302788,0.8749522893,0.9147464549
0.3915638095,0.8579419265,0.3256095434,0.2162160287,0.6779731903,0.9940290516,0.1503371913
0.9199708737,0.1406024266,0.8070534514,0.8085738039,0.4525732752,0.4260890372,0.9900280209
0.7437578859,0.7093821522,0.1712216260,0.3998127421,0.1476667225,0.1029198701,0.2802050868
0.1947075259,0.3038102286,0.7112582633,0.6249617869,0.9828041606,0.5359563325,0.6121446621
0.0663541788,0.5489555243,0.9011161737,0.6469982108,0.7747063721,0.8587764055,0.4330737013
0.6221031491,0.4563718522,0.4821724296,0.3594810301,0.0938621210,0.2840022175,0.7102650078
0.7916256366,0.8855036469,0.6176990941,0.9556028256,0.3049613265,0.2498856615,0.0589915374
0.2699171752,0.1051758360,0.0151622631,0.0508612012,0.5635606786,0.6741348775,0.8284315895
